timestamp,trial,object,subject,note,selected_elapsed_s,left_mid_axis_disp_mm,right_mid_axis_disp_mm,mid_avg_disp_mm,mid_lr_difference_mm,left_ee_pos_change_mm,right_ee_pos_change_mm,left_ee_rot_change_deg,right_ee_rot_change_deg,left_goal_mid_axis_disp_mm,right_goal_mid_axis_disp_mm,left_mid_axis_goal_minus_actual_mm,right_mid_axis_goal_minus_actual_mm,estimated_mid_command_mm,raw_csv
2026-08-21T19:09:44,1,box1,watanabe,,135.0701790014282,-34.781359417517116,142.05607034886492,53.637355465673906,-176.83742976638203,241.30873363266932,155.10843762795295,11.342105723110878,10.058741832134766,-131.0733061021585,87.49041124628032,-96.2919466846414,-54.565659102584604,-1.5762727707624435,/home/watanaberyuto/franka_ros2_ws/experiment3_logs/20260821_190721_ex3_midpoint_trial01_box1_watanabe.csv
