wall_time,elapsed_s,condition,trial,object,subject,note,lifting_mode,grip_force_N,lift_start_grip_force_N,eval_grip_target_N,grip_error_to_eval_target_N,below_eval_target,hand_distance_m,lift_start_hand_distance_m,effective_closing_m,effective_closing_mm,left_ee_world_x_m,left_ee_world_y_m,left_ee_world_z_m,right_ee_world_x_m,right_ee_world_y_m,right_ee_world_z_m,grip_axis_x,grip_axis_y,grip_axis_z,left_fx_N,left_fy_N,left_fz_N,right_fx_N,right_fy_N,right_fz_N,left_tx_Nm,left_ty_Nm,left_tz_Nm,right_tx_Nm,right_ty_Nm,right_tz_Nm,left_force_cmd_x_N,left_force_cmd_y_N,left_force_cmd_z_N,right_force_cmd_x_N,right_force_cmd_y_N,right_force_cmd_z_N,right_omega_x,right_omega_y,right_omega_z,right_gripper_angle,right_gripper_button,left_q1_rad,left_q2_rad,left_q3_rad,left_q4_rad,left_q5_rad,left_q6_rad,left_q7_rad,right_q1_rad,right_q2_rad,right_q3_rad,right_q4_rad,right_q5_rad,right_q6_rad,right_q7_rad,left_q_goal1_rad,left_q_goal2_rad,left_q_goal3_rad,left_q_goal4_rad,left_q_goal5_rad,left_q_goal6_rad,left_q_goal7_rad,right_q_goal1_rad,right_q_goal2_rad,right_q_goal3_rad,right_q_goal4_rad,right_q_goal5_rad,right_q_goal6_rad,right_q_goal7_rad
2026-08-14T16:14:41.960,0.010108700022101402,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.7600590458893663,nan,nan,nan,0.47098344564437866,-0.11432667726025665,0.31126183087801756,0.5294910669326782,0.6386421398361048,0.22579504218237959,0.07697773167062061,0.9906714763394358,-0.11244756464365331,-0.27627113461494446,-0.3990449287082953,1.1925574697892087,-3.144231081008911,0.4977958060961538,0.681657955609927,-0.15302881598472595,-0.5347583077489805,-0.24449308849499876,-0.18102417886257172,-1.5861501135867409,0.6891898187097782,nan,nan,nan,nan,nan,nan,-0.034526909877308096,-0.003179901057860344,-0.025409517897995407,0.01852262020111084,0,0.11545918136835098,0.04507525637745857,0.43146151304244995,-2.141716718673706,-0.7184233069419861,1.7444179058074951,1.552681803703308,-0.2392468899488449,0.2736924886703491,-0.1260107159614563,-1.9498088359832764,0.7212095260620117,1.6815786361694336,-0.034526146948337555,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-14T16:14:41.970,0.020092973485589027,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.7600569271371413,nan,nan,nan,0.470982164144516,-0.11432449616084621,0.3112586171808186,0.5294916033744812,0.6386421767145973,0.22579302440200713,0.07698033810486937,0.9906714168260998,-0.11244630464816542,-0.2318156510591507,-0.4064647970949411,1.150643440469489,-3.144509792327881,0.45974227004935,0.6600147797195975,-0.14336711168289185,-0.49454296501164374,-0.24227262392805085,-0.16919873654842377,-1.5737745766053355,0.6656651758917861,nan,nan,nan,nan,nan,nan,-0.034525318310256445,-0.003179957140390346,-0.025415320947978194,0.01852262020111084,0,0.11545947194099426,0.04507825896143913,0.43146467208862305,-2.141714572906494,-0.7184188961982727,1.7444210052490234,1.5526812076568604,-0.23924829065799713,0.2736924886703491,-0.12601318955421448,-1.9498106241226196,0.7212094068527222,1.681576132774353,-0.034532152116298676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-14T16:14:41.980,0.030153989791870117,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.7600584355453074,nan,nan,nan,0.47098278999328613,-0.11432481226221003,0.3112621364426693,0.5294927358627319,0.6386431539946472,0.22579487096080753,0.07698085190971872,0.9906711524313745,-0.11244828224364474,-0.25780731439590454,-0.4158868093732485,1.1375411653792105,-3.1602365970611572,0.45408942935994756,0.6675765354717554,-0.13762497901916504,-0.5020647760881254,-0.24898110619539346,-0.16538481414318085,-1.5847403015040515,0.6635523122290865,nan,nan,nan,nan,nan,nan,-0.03452252874014984,-0.0031838338566257227,-0.025413675466840716,0.01852262020111084,0,0.11546052992343903,0.045076094567775726,0.4314615726470947,-2.1417107582092285,-0.7184197902679443,1.7444207668304443,1.552681565284729,-0.2392464131116867,0.27369436621665955,-0.1260116696357727,-1.949812412261963,0.7212094068527222,1.681579351425171,-0.03452542796730995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-14T16:14:41.990,0.0401703417301178,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.7600551827968205,nan,nan,nan,0.4709819257259369,-0.11432367429730024,0.31126508672206504,0.5294908881187439,0.6386408490888693,0.22579574287373608,0.07697988740436988,0.9906708623648102,-0.11245149797390015,-0.3022429347038269,-0.36499609137658734,1.181934693796826,-3.126950740814209,0.5001303885238011,0.6391493343564837,-0.16858848929405212,-0.5430974515852096,-0.23223504639052975,-0.1867876797914505,-1.5564408422182603,0.6842435910090854,nan,nan,nan,nan,nan,nan,-0.03452252874014984,-0.0031838338566257227,-0.025413675466840716,0.01852262020111084,0,0.1154593825340271,0.04507714882493019,0.43146365880966187,-2.14172101020813,-0.7184209823608398,1.7444193363189697,1.5526788234710693,-0.23924429714679718,0.27369430661201477,-0.1260150521993637,-1.949815034866333,0.7212133407592773,1.6815770864486694,-0.03452463075518608,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-14T16:14:42.000,0.050141251645982265,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.760059847790041,nan,nan,nan,0.47098439931869507,-0.11432705658189325,0.31126469686371633,0.5294907689094543,0.6386423084234989,0.22579474715444,0.07697600361454837,0.9906711520082725,-0.11245160490688959,-0.2749970853328705,-0.3421211000815422,1.1797660277066981,-3.1255764961242676,0.4882873190214142,0.6737747142340402,-0.1791945993900299,-0.5279492420276666,-0.21924947592377772,-0.17693361639976501,-1.5750189623076196,0.6775080610017107,nan,nan,nan,nan,nan,nan,-0.03452252874014984,-0.0031838338566257227,-0.025413675466840716,0.01852262020111084,0,0.11545876413583755,0.04507986083626747,0.4314635694026947,-2.1417176723480225,-0.7184174656867981,1.7444206476211548,1.552682638168335,-0.23924674093723297,0.2736937701702118,-0.12601037323474884,-1.9498127698898315,0.7212090492248535,1.6815804243087769,-0.03453044965863228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-14T16:14:42.010,0.060133631341159344,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.7600598457431218,nan,nan,nan,0.47098448872566223,-0.11432752019722688,0.3112642753952312,0.5294912457466125,0.6386420608107639,0.22579651205372142,0.07697651355828092,0.9906714388678187,-0.11244872863655453,-0.24068774282932281,-0.3651169263912681,1.1717658815097542,-3.1364011764526367,0.4419201169083061,0.6689402389021738,-0.1670701503753662,-0.5084302883757106,-0.22526693953635998,-0.15925033390522003,-1.576234983180856,0.653730832120593,nan,nan,nan,nan,nan,nan,-0.034524120424182236,-0.003183777708892128,-0.02540787234851292,0.01852262020111084,0,0.11545711755752563,0.0450708344578743,0.4314615726470947,-2.141718626022339,-0.7184200882911682,1.7444212436676025,1.5526814460754395,-0.23924657702445984,0.2736917734146118,-0.12601527571678162,-1.9498140811920166,0.7212105393409729,1.6815786361694336,-0.03452300652861595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-14T16:14:42.019,0.0700562996789813,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.7600561067263624,nan,nan,nan,0.4709831774234772,-0.11432657189313537,0.31126476008398907,0.5294907689094543,0.638639179019997,0.22579707576782024,0.07697799013545883,0.9906712731461774,-0.11244917784331303,-0.25595125555992126,-0.4028877097681245,1.1588271783385462,-3.1638827323913574,0.42527405050153444,0.711319738016848,-0.14695793390274048,-0.5107798487396473,-0.2447201967881997,-0.144773930311203,-1.610589469457965,0.6493771469631147,nan,nan,nan,nan,nan,nan,-0.034524120424182236,-0.003183777708892128,-0.02540787234851292,0.01852262020111084,0,0.11545735597610474,0.04507642984390259,0.4314579665660858,-2.1417155265808105,-0.718420684337616,1.7444168329238892,1.5526865720748901,-0.23924458026885986,0.27369239926338196,-0.12600953876972198,-1.9498109817504883,0.7212105393409729,1.681575059890747,-0.0345272533595562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-14T16:14:42.030,0.08014495018869638,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.7600588478827993,nan,nan,nan,0.4709841012954712,-0.11432679316409006,0.3112637380229127,0.5294904112815857,0.6386414654865287,0.2257928926931055,0.07697602646043553,0.9906709996838641,-0.1124529312011729,-0.26843300461769104,-0.39785044487464793,1.1606553821864034,-3.117511034011841,0.405515249671415,0.6555627659645433,-0.1485866904258728,-0.5182753601826582,-0.24462449183194362,-0.14471735060214996,-1.5625117164246178,0.6335744389950458,nan,nan,nan,nan,nan,nan,-0.034526909877308096,-0.003179901057860344,-0.025409517897995407,0.01852262020111084,0,0.11545848101377487,0.04507512226700783,0.43146154284477234,-2.141716241836548,-0.7184209227561951,1.7444173097610474,1.5526812076568604,-0.23924294114112854,0.27368706464767456,-0.12601259350776672,-1.949812650680542,0.7212101817131042,1.681579351425171,-0.03452649340033531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-14T16:14:42.040,0.09010106232017279,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.7600598136218547,nan,nan,nan,0.47098466753959656,-0.11432813132653027,0.31126193624513887,0.529491662979126,0.6386417605144683,0.2257973602590477,0.07697683049539289,0.9906718896936926,-0.11244453983013966,-0.35171765089035034,-0.40944183973950804,1.2079604991928488,-3.1081676483154297,0.41627350670833596,0.6098408321021369,-0.14952602982521057,-0.5805842494967997,-0.2601970780071428,-0.15606117248535156,-1.5335692648179444,0.6402761672299147,nan,nan,nan,nan,nan,nan,-0.034526909877308096,-0.003179901057860344,-0.025409517897995407,0.01852262020111084,0,0.11545924097299576,0.04507444053888321,0.4314609467983246,-2.1417205333709717,-0.7184175252914429,1.7444173097610474,1.5526858568191528,-0.2392466515302658,0.2736917734146118,-0.12601110339164734,-1.9498108625411987,0.7212109565734863,1.681578516960144,-0.03452644124627113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-14T16:14:42.049,0.10008052177727222,on,1,box1,watanabe,,0,0.0,nan,nan,nan,0,0.7600553959444553,nan,nan,nan,0.47098323702812195,-0.11432501245974046,0.31126185195144185,0.5294882655143738,0.6386400667379938,0.2257928163019426,0.07697469000078959,0.9906713158217757,-0.1124510609431228,-0.2835725247859955,-0.3400986835557469,1.1942848162285793,-3.1407456398010254,0.5138176987499034,0.6691034841831687,-0.18186695873737335,-0.5404170279237501,-0.22025544744074788,-0.18756291270256042,-1.5795880600078371,0.6997935864734827,nan,nan,nan,nan,nan,nan,-0.034525318310256445,-0.003179957140390346,-0.025415320947978194,0.01852262020111084,0,0.11546061187982559,0.04507133364677429,0.4314637780189514,-2.1417171955108643,-0.7184217572212219,1.74441659450531,1.5526831150054932,-0.2392483651638031,0.2736937701702118,-0.12601318955421448,-1.949815034866333,0.7212117314338684,1.681579351425171,-0.0345224067568779,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
