timestamp,condition,trial,object,subject,lifting_duration_s,lift_start_grip_force_N,eval_grip_target_N,grip_force_mean_N,grip_force_min_N,below_eval_target_time_s,max_effective_closing_mm,max_grasp_assist_offset_mm,raw_csv,note
2026-08-17T14:19:16,on,1,box1,watanabe,22.7798284702003,11.816203359854853,12.116203359854854,11.897930989832497,9.11075622716309,11.370264030061662,0.2075152507754474,15.36865423584415,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_141802_assist_on_trial01_box1_watanabe.csv,
2026-08-17T14:35:40,on,1,box1,watanabe,14.169991137459874,15.384487532707201,15.684487532707202,15.197122521024335,13.747550529710084,10.669961456209421,9.528791533999105,32.44298503173342,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_143459_assist_on_trial01_box1_watanabe.csv,
2026-08-17T14:47:47,on,1,box1,watanabe,12.569970827549696,14.029849373342852,14.329849373342853,15.546162181818463,14.009723558073539,0.4500627415254712,0.9012130872346757,0.1713390395684018,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_144548_assist_on_trial01_box1_watanabe.csv,
2026-08-17T15:04:11,on,1,box1,watanabe,15.229967209510505,11.742509791783434,12.042509791783434,11.484747167603286,10.171277976770664,12.75012874417007,15.671277985530029,40.60077087795525,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_150300_assist_on_trial01_box1_watanabe.csv,
2026-08-17T15:23:06,on,1,box1,watanabe,14.339925884269178,14.094624412708585,14.394624412708586,13.606530991078914,11.888420777925175,10.89977153390646,5.010315798879006,56.47348848506638,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_152144_assist_on_trial01_box1_watanabe.csv,
2026-08-17T16:35:31,on,1,box1,watanabe,6.840047002770007,14.871743367803663,15.171743367803664,8.165411976425808,0.0,6.820041430182755,23.567774288549504,430.66728924076267,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_163420_assist_on_trial01_box1_watanabe.csv,
2026-08-17T16:35:39,on,1,box1,watanabe,1.8999464800581336,1.4179889969722692,1.7179889969722693,0.07005025340087442,0.0,1.8999464800581336,0.0,28.972905905435272,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_163420_assist_on_trial01_box1_watanabe.csv,
2026-08-17T16:37:43,on,1,box1,watanabe,10.460001984611154,14.609559690308153,14.909559690308154,8.087963153603269,0.0,10.450073072686791,239.9339541080223,628.2101499423597,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_163703_assist_on_trial01_box1_watanabe.csv,
2026-08-17T16:51:46,on,1,box1,watanabe,8.81995184160769,17.259367659196922,17.559367659196923,13.69051403415079,7.54684799623377,8.78010661713779,16.940514854597243,298.7945197382203,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_165109_assist_on_trial01_box1_watanabe.csv,
2026-08-17T17:24:08,on,1,box1,watanabe,14.71005280688405,21.174116394302654,21.474116394302655,14.629745793391685,8.728915384469389,14.550027451477945,7.37358180390657,92.39264798147413,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_172257_assist_on_trial01_box1_watanabe.csv,
2026-08-17T17:32:46,on,1,box1,watanabe,14.269966129213572,17.606808908104682,17.906808908104683,11.671865847744126,8.48799901241938,14.009870522655547,4.643454084296561,82.3232866004581,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_173145_assist_on_trial01_box1_watanabe.csv,
2026-08-17T18:03:29,on,1,box1,watanabe,12.430099185556173,21.97833515343644,22.27833515343644,15.384964863913062,9.459856473994403,9.460244965739548,12.843480621934965,93.31164404936892,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_180246_assist_on_trial01_box1_watanabe.csv,
2026-08-17T18:13:46,on,1,box1,watanabe,0.019975568167865276,0.0,0.3,0.0,0.0,0.019975568167865276,0.002050426629707225,nan,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_181342_assist_on_trial01_box1_watanabe.csv,
2026-08-17T18:14:28,on,1,box1,watanabe,11.939946428872645,21.895649861910947,22.195649861910947,21.45617699866497,18.742416111364726,11.649791020900011,1.1899166400991534,12.0696031515019,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260817_181342_assist_on_trial01_box1_watanabe.csv,
2026-08-21T15:34:07,on,1,box1,watanabe,0.010000498965382576,nan,nan,nan,nan,nan,0.0,0.6021,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260821_153351_assist_on_trial01_box1_watanabe.csv,
2026-08-21T18:08:18,off,1,box1,watanabe,17.389934465289116,13.165199229928884,13.465199229928885,10.603755167062596,6.961739244656983,17.269973597489297,0.02398973756867484,0.0,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260821_180724_assist_off_trial01_box1_watanabe.csv,
2026-08-21T18:12:11,off,1,box1,watanabe,11.529993209056556,23.02264617646133,23.32264617646133,14.033892317829373,7.958802362769732,11.529993209056556,15.31760672093152,0.0,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260821_181050_assist_off_trial01_box1_watanabe.csv,
2026-08-21T18:14:01,off,1,box1,watanabe,10.020085353404284,19.95456718317449,20.25456718317449,18.3667355209335,16.058433358855517,9.600231558084488,16.354557228906884,0.0,/home/watanaberyuto/franka_ros2_ws/experiment1_logs/20260821_181310_assist_off_trial01_box1_watanabe.csv,
